pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0839,CPS_295,"(Are you/Is NAME/Is anyone/Are any of the new household members) blind or (do you/does NAME/does anyone/do they) have serious difficulty seeing, even when wearing glasses?",ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0840,CPS_295,"(Are you/Is NAME/Is anyone/Are any of the new household members) blind or (do you/does NAME/does anyone/do they) have serious difficulty seeing, even when wearing glasses?",ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0841,CPS_295,"(Are you/Is NAME/Is anyone/Are any of the new household members) blind or (do you/does NAME/does anyone/do they) have serious difficulty seeing, even when wearing glasses?",ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0842,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0843,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0844,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0845,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0846,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0847,CPS_296,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have serious difficulty concentrating, remembering, or making decisions?",ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0848,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0849,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0850,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0851,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0852,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0853,CPS_297,(Do you/Does NAME/Does anyone/Do any of the new household members) have serious difficulty walking or climbing stairs?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0854,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0855,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0856,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0857,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0858,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0859,CPS_298,(Do you/Does NAME/Does anyone/Do any of the new household members) have difficulty dressing or bathing?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0860,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0861,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0862,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0863,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0864,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0865,CPS_299,"Because of a physical, mental, or emotional condition, (do you/does NAME/does anyone/do any of the new household members) have difficulty doing errands alone such as visiting a doctor's office or shopping?",ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0866,CPS_117,"At any time (THE WEEK BEFORE LAST/LAST WEEK), did (you/NAME) telework or work at home for pay?",ACS_104,At what location did this person work LAST WEEK?,Commute/Commuting
CPS_0867,CPS_117,"At any time (THE WEEK BEFORE LAST/LAST WEEK), did (you/NAME) telework or work at home for pay?",ACS_105,How did this person usually get to work LAST WEEK?,Commute/Commuting
CPS_0868,CPS_117,"At any time (THE WEEK BEFORE LAST/LAST WEEK), did (you/NAME) telework or work at home for pay?",ACS_106,"How many people, including this person, usually rode to work in the car, truck, or van LAST WEEK?",Commute/Commuting
CPS_0869,CPS_117,"At any time (THE WEEK BEFORE LAST/LAST WEEK), did (you/NAME) telework or work at home for pay?",ACS_107,"LAST WEEK, what time did this person’s trip to work usually begin?",Commute/Commuting
CPS_0870,CPS_117,"At any time (THE WEEK BEFORE LAST/LAST WEEK), did (you/NAME) telework or work at home for pay?",ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,Commute/Commuting
CPS_0871,CPS_9,What is (name of person talking about)’s sex?,ACS_22,What is Person 1’s sex?,Sex
CPS_0872,CPS_9,What is (name of person talking about)’s sex?,ACS_27,What is Person 2’s sex?,Sex
CPS_0873,CPS_9,What is (name of person talking about)’s sex?,ACS_32,What is Person 3’s sex?,Sex
CPS_0874,CPS_58,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0875,CPS_59,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0876,CPS_60,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0877,CPS_73,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0878,CPS_74,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0879,CPS_75,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0880,CPS_88,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0881,CPS_89,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0882,CPS_90,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0883,CPS_144,Why is that?,ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0884,CPS_155,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0885,CPS_156,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0886,CPS_157,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0887,CPS_175,Why is that?,ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0888,CPS_181,(Do / Does) (name/you) intend to look for work during the next 12 months?,ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0889,CPS_285,"On this job, (are / is) (name/you) a member of a labor union or of an employee association similar to a union?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
CPS_0890,CPS_43,"(Are / Is) (name/you) of Hispanic, Latino, or Spanish origin?",ACS_24,"Is Person 1 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0891,CPS_43,"(Are / Is) (name/you) of Hispanic, Latino, or Spanish origin?",ACS_29,"Is Person 2 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0892,CPS_43,"(Are / Is) (name/you) of Hispanic, Latino, or Spanish origin?",ACS_34,"Is Person 3 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0893,CPS_44,"(Are / Is) (name/you) Mexican, Mexican American, or Chicano, Puerto Rican, Cuban, Cuban American, or another Hispanic, Latino, or Spanish origin; for example, Argentinean, Columbian, Dominican, Nicaraguan, Salvadoran, Spaniard, and so on?",ACS_24,"Is Person 1 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0894,CPS_44,"(Are / Is) (name/you) Mexican, Mexican American, or Chicano, Puerto Rican, Cuban, Cuban American, or another Hispanic, Latino, or Spanish origin; for example, Argentinean, Columbian, Dominican, Nicaraguan, Salvadoran, Spaniard, and so on?",ACS_29,"Is Person 2 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0895,CPS_44,"(Are / Is) (name/you) Mexican, Mexican American, or Chicano, Puerto Rican, Cuban, Cuban American, or another Hispanic, Latino, or Spanish origin; for example, Argentinean, Columbian, Dominican, Nicaraguan, Salvadoran, Spaniard, and so on?",ACS_34,"Is Person 3 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0896,CPS_45,"What is the name of (your/his/her) other Spanish, Hispanic, or Latino group?",ACS_24,"Is Person 1 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0897,CPS_45,"What is the name of (your/his/her) other Spanish, Hispanic, or Latino group?",ACS_29,"Is Person 2 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0898,CPS_45,"What is the name of (your/his/her) other Spanish, Hispanic, or Latino group?",ACS_34,"Is Person 3 of Hispanic, Latino, or Spanish origin?",Hispanic Origin
CPS_0899,CPS_8,Does (name of person talking about) have a usual place of residence elsewhere?,ACS_79,Did this person live in this house or apartment 1 year ago?,Moving
CPS_0900,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_13,"Are you enrolled in a high school, college, or university?",School Enrollment
CPS_0901,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_14,"Would that be high school, college, or university?",School Enrollment
CPS_0902,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_15,Are you enrolled in school as a full-time or part-time student?,School Enrollment
CPS_0903,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",School Enrollment
CPS_0904,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_74,What grade or level was this person attending?,School Enrollment
CPS_0905,CPS_292,(Are / Is) (you/he/she) enrolled in school as a full time or part time student?,ACS_13,"Are you enrolled in a high school, college, or university?",School Enrollment
CPS_0906,CPS_292,(Are / Is) (you/he/she) enrolled in school as a full time or part time student?,ACS_14,"Would that be high school, college, or university?",School Enrollment
CPS_0907,CPS_292,(Are / Is) (you/he/she) enrolled in school as a full time or part time student?,ACS_15,Are you enrolled in school as a full-time or part-time student?,School Enrollment
CPS_0908,CPS_292,(Are / Is) (you/he/she) enrolled in school as a full time or part time student?,ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",School Enrollment
CPS_0909,CPS_292,(Are / Is) (you/he/she) enrolled in school as a full time or part time student?,ACS_74,What grade or level was this person attending?,School Enrollment
CPS_0910,CPS_303,(Are / Is) (name/you) a CITIZEN of the United States?,ACS_71,Is this person a citizen of the United States?,Citizenship
CPS_0911,CPS_304,(were/was) (name/you) born a citizen of the United States?,ACS_71,Is this person a citizen of the United States?,Citizenship
CPS_0912,CPS_305,Did (name/you) become a citizen of the United States through naturalization?,ACS_71,Is this person a citizen of the United States?,Citizenship
CPS_0913,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0914,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0915,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0916,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0917,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0918,CPS_102,(Are / Is) ( you/he/she) being paid by (your/his/her) employer for any of the time off (the week before last/last week)?,ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0919,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0920,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0921,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0922,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0923,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0924,CPS_253,"For (name's/your) (job/MAIN job), what is the easiest way for you to report (your/his/her) total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0925,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0926,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0927,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0928,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0929,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0930,CPS_255,"(EXCLUDING overtime pay, tips and commissions) what is (your/his/her) hourly rate of pay on (this job/ (your/his/her) MAIN job)?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0931,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0932,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0933,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0934,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0935,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0936,CPS_256,What is your best estimate of (your/his/her) hourly rate of pay?,ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0937,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0938,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0939,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0940,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0941,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0942,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0943,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0944,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0945,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0946,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0947,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0948,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0949,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0950,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0951,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0952,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0953,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0954,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0955,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0956,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0957,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0958,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0959,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0960,CPS_266,Which piece or pieces of information do not seem to be correct?,ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0961,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0962,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0963,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0964,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0965,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0966,CPS_267,"What is (name's/your) hourly rate of pay on this job, excluding overtime pay, tips or commissions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0967,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0968,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
CPS_0969,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings
CPS_0970,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings
CPS_0971,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",Earnings
CPS_0972,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",Earnings
CPS_0973,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",Earnings
CPS_0974,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",Earnings
